student_id,class_id
s_202216190,113203C
s_202216191,113102A
s_202216193,112103A
s_202216195,113201B
s_202216196,111102A
s_202216197,111103A
s_202216198,113203C
s_202216199,113203A
s_202216200,112102A
s_202216201,113101C
s_202216202,112102B
s_202216203,113101B
s_202216204,111202C
s_202216206,113101A
s_202216207,111203A
s_202216208,111201A
s_202216210,111201C
s_202216211,112102A
s_202216213,113103A
s_202216214,111201B
s_202216215,112103C
s_202216216,112101B
s_202216217,112202A
s_202216218,113201A
s_202216219,112101A
s_202216220,111102A
s_202216221,112203C
s_202216222,113202A
s_202216223,113101A
s_202216224,113101A
s_202216225,113101C
s_202216226,111103A
s_202216227,113103A
s_202216228,113103C
s_202216229,113102B
s_202216230,113101C
s_202216231,113103A
s_202216232,113101A
s_202216233,111202B
s_202216234,113103C
s_202216235,111203A
s_202216236,111102A
s_202216237,113203A
s_202216238,112101A
s_202216239,112103A
s_202216240,111101A
s_202216241,111202B
s_202216243,113202C
s_202216244,112102C
s_202216245,112202A
s_202216246,111103A
s_202216248,112102A
s_202216249,111201B
s_202216250,112103A
s_202216251,113202A
s_202216253,111203A
s_202216254,112102C
s_202216255,112101C
s_202216256,113201B
s_202216258,111202B
s_202216259,112203C
s_202216260,111102B
s_202216261,113201B
s_202216264,111103C
s_202216265,111101B
s_202216266,113201B
s_202216267,113202B
s_202216268,112102B
s_202216269,111103A
s_202216270,111103C
s_202216271,112203C
s_202216273,112203C
s_202216275,111202C
s_202216276,111202A
s_202216277,113203C
s_202216278,111202C
s_202216279,112201B
s_202216280,112202B
s_202216281,111102B
s_202216282,113201C
s_202216283,111103A
s_202216284,111202B
s_202216285,111201C
s_202216287,112201C
s_202216288,111102B
s_202216289,112102C
s_202216290,111203C
s_202216292,111202C
s_202216293,111101A
s_202216294,113103A
s_202216295,113201C
s_202216296,112203C
s_202216297,111201B
s_202216298,113203A
s_202216299,112103C
s_202216300,112201B
s_202216301,111101C
s_202216302,113101A
s_202216304,111201B
s_202216305,113101A
s_202216307,113102B
s_202216308,112103C
s_202216309,112201C
s_202216310,113201B
s_202216311,113103A
s_202216312,112103A
s_202216314,113203C
s_202216315,111103A
s_202216316,113201B
s_202216317,113101C
s_202216318,111103C
s_202216319,111201B
s_202216320,113101A
s_202216321,112202C
s_202216322,112102C
s_202216324,111101A
s_202216325,112102A
s_202216326,113202B
s_202216327,112203A
s_202216328,112201C
s_202216329,112101A
s_202216330,111203C
s_202216331,111202B
s_202216332,112101C
s_202216333,111201C
s_202216334,112101B
s_202216335,112102C
s_202216336,111203C
s_202216337,112103A
s_202216339,112103C
s_202216340,113201B
s_202216341,111203A
s_202216342,112203C
s_202216343,112101C
s_202216344,113201B
s_202216345,113201A
s_202216346,112103C
s_202216348,112203A
s_202216349,112201B
s_202216350,112203C
s_202216351,112203A
s_202216352,111201C
s_202216353,112102C
s_202216354,111203C
s_202216355,111101B
s_202216356,113103C
s_202216357,113102A
s_202216358,113103C
s_202216359,112201C
s_202216360,113103C
s_202216361,112203A
s_202216362,113202A
s_202216363,111201B
s_202216364,113203C
s_202216365,111201A
s_202216368,111103A
s_202216370,111102A
s_202216371,112103C
s_202216372,111101A
s_202216373,111103A
s_202216374,112203A
s_202216375,113101C
s_202216376,113102C
s_202216377,112102A
s_202216379,111103C
s_202216380,113201C
s_202216381,111101B
s_202216382,113103C
s_202216383,113203C
s_202216384,111201B
s_202216385,113202B
s_202216386,111101B
s_202216387,111201C
s_202216388,111101B
s_202216389,113101C
s_202216390,113203A
s_202216391,111201B
s_202216395,111102A
s_202216396,111101C
s_202216397,112102A
s_202216398,112101B
s_202216399,113203A
s_202216400,111103C
s_202216401,112203A
s_202216402,112203A
s_202216403,113202C
s_202216404,111101A
s_202216405,111202A
s_202216406,113203C
s_202216407,111201C
s_202216408,112102C
s_202216409,112102C
s_202216410,111101C
s_202216411,112102C
s_202216412,112202C
s_202216413,112103A
s_202216414,111101C
s_202216415,112103A
s_202216416,112203A
s_202216417,113103C
s_202216418,112203A
s_202216419,111201A
s_202216420,113101B
s_202216421,111102C
s_202216422,112101C
s_202216423,112201A
s_202216424,112101B
s_202216427,112203C
s_202216428,111203A
s_202216430,111202C
s_202216431,113201C
s_202216432,112201B
s_202216433,111102C
s_202216434,112201A
s_202216435,113103C
s_202216436,111102A
s_202216439,112203A
s_202216440,112202B
s_202216441,111203C
s_202216442,113103C
s_202216443,113202A
s_202216444,112202C
s_202216446,111203A
s_202216447,112201C
s_202216448,112101B
s_202216449,112102B
s_202216451,111201A
s_202216452,113101B
s_202216453,113202C
s_202216454,111102B
s_202216456,112102C
s_202216457,113103C
s_202216458,112203C
s_202216459,113201B
s_202216460,111103A
s_202216461,111102C
s_202216462,111102C
s_202216463,111103C
s_202216464,113103C
s_202216465,111202B
s_202216466,111201B
s_202216467,112201C
s_202216468,113102A
s_202216469,111201C
s_202216470,113201B
s_202216471,111203C
s_202216472,113201A
s_202216473,112201C
s_202216474,112103C
s_202216476,113103A
s_202216478,113203A
s_202216479,112102A
s_202216481,111202B
s_202216482,113203A
s_202216483,111202C
s_202216484,112102A
s_202216485,111101B
s_202216486,113101B
s_202216487,111201C
s_202216488,111102B
s_202216489,112202A
s_202216490,112202A
s_202216491,112203C
s_202216492,111103A
s_202216493,111201B
s_202216494,113102B
s_202216495,112102C
s_202216496,113203A
s_202216497,112102C
s_202216498,112101B
s_202216499,111203A
s_202216500,113203A
s_202216501,113203A
s_202216502,112102A
s_202216503,113102A
s_202216504,113201A
s_202216505,113201C
s_202216506,112201B
s_202216507,112201B
s_202216509,111101A
s_202216510,112203A
s_202216511,112103C
s_202216512,113102A
s_202216514,112203A
s_202216515,113202A
s_202216516,111101B
s_202216519,111201B
s_202216520,111101B
s_202216521,113101A
s_202216522,111103A
s_202216523,113201A
s_202216525,112201C
s_202216526,113201C
s_202216528,113201C
s_202216529,112201B
s_202216530,112102C
s_202216531,111202C
s_202216532,112201B
s_202216533,111201C
s_202216534,113103A
s_202216535,113101B
s_202216536,112102C
s_202216537,113101B
s_202216538,111202C
s_202216539,111203C
s_202216540,112102C
s_202216541,111202A
s_202216542,111103A
s_202216543,111203A
s_202216545,113101C
s_202216546,111102C
s_202216547,111103A
s_202216548,113101C
s_202216549,113201C
s_202216550,112203A
s_202216551,112101B
s_202216553,112203A
s_202216554,111103A
s_202216555,111201C
s_202216557,112202B
s_202216559,112101A
s_202216560,111201B
s_202216561,112103A
s_202216562,111101C
s_202216563,111101B
s_202216564,111101B
s_202216565,112102A
s_202216566,112101C
s_202216567,113103C
s_202216568,113202C
s_202216569,113202B
s_202216570,112203A
s_202216571,112202A
s_202216572,112201C
s_202216575,111102A
s_202216577,112201B
s_202216579,112201C
s_202216580,112103C
s_202216581,112201A
s_202216582,112203C
s_202216583,112203A
s_202216584,112102B
s_202216585,112102B
s_202216586,113203A
s_202216587,111102C
s_202216588,112101C
s_202216589,112102C
s_202216590,113102B
s_202216591,113202B
s_202216592,112103C
s_202216593,112202A
s_202216594,113202B
s_202216595,111101C
s_202216596,112201A
s_202216599,112101A
s_202216600,112202A
s_202216601,113201C
s_202216602,113102B
s_202216603,113201A
s_202216604,111203C
s_202216605,112103A
s_202216606,113202A
s_202216607,111201B
s_202216608,112203C
s_202216610,111201A
s_202216611,111101B
s_202216613,113101B
s_202216614,111203A
s_202216615,112203C
s_202216616,111202B
s_202216618,113202C
s_202216620,113101B
s_202216623,113202B
s_202216624,111102A
s_202216625,112102B
s_202216626,111101C
s_202216628,111102B
s_202216629,113102A
s_202216630,112103C
s_202216631,113102B
s_202216632,113202A
s_202216633,111103A
s_202216634,112202A
s_202216635,113101B
s_202216636,113101A
s_202216637,112203C
s_202216638,113101B
s_202216639,111201B
s_202216640,111202A
s_202216641,111203A
s_202216642,113103C
s_202216643,112201B
s_202216644,112103A
s_202216645,111102B
s_202216646,113203A
s_202216648,111202A
s_202216649,113202B
s_202216650,112203A
s_202216651,113101A
s_202216652,112103A
s_202216653,112102B
s_202216654,113202A
s_202216655,113201B
s_202216656,112102C
s_202216657,113101C
s_202216658,112201B
s_202216659,111102C
s_202216661,112102B
s_202216662,111201B
s_202216663,113203A
s_202216664,112102B
s_202216665,113202B
s_202216666,112202A
s_202216667,111201B
s_202216668,111203A
s_202216669,113103A
s_202216670,111202B
s_202216671,113203C
s_202216672,111202B
s_202216673,111203A
s_202216674,113201A
s_202216675,111101B
s_202216676,112201B
s_202216677,113201B
s_202216678,111203C
s_202216679,113103A
s_202216680,113101C
s_202216681,111202A
s_202216682,112202B
s_202216683,111202C
s_202216684,112201A
s_202216685,111203C
s_202216686,112202C
s_202216687,113102A
s_202216688,111201A
s_202216689,111201C
s_202216690,111101A
s_202216691,113202B
s_202216692,111103A
s_202216693,111101B
s_202216694,112202A
s_202216695,113201C
s_202216696,113102B
s_202216697,113202A
s_202216698,112203C
s_202216699,111103A
s_202216701,111203C
s_202216702,111203C
s_202216703,113202C
s_202216704,113102C
s_202216705,113203A
s_202216706,112202C
s_202216707,112203A
s_202216708,111201C
s_202216709,112102A
s_202216710,111203A
s_202216711,113201C
s_202216712,113103A
s_202216713,113102C
s_202216715,113203A
s_202216716,113103C
s_202216717,112203A
s_202216718,112203C
s_202216719,113101B
s_202216721,112103C
s_202216722,112102A
s_202216723,112201C
s_202216724,111102A
s_202216725,112101A
s_202216726,111201A
s_202216727,111202C
s_202216728,112201B
s_202216729,111201A
s_202216730,112201A
s_202216731,113102A
s_202216732,112202C
s_202216733,111203C
s_202216734,112201A
s_202216735,112102A
s_202216737,111103A
s_202216738,113201C
s_202216739,112201A
s_202216740,113102B
s_202216741,113201B
s_202216742,112102C
s_202216743,112203C
s_202216744,112202C
s_202216745,111101C
s_202216746,111201C
s_202216747,112202A
s_202216749,113102A
s_202216750,111203C
s_202216753,112203C
s_202216754,112203A
s_202216755,111202A
s_202216756,111203C
s_202216757,112202C
s_202216758,112201A
s_202216759,113103A
s_202216760,111103C
s_202216761,113203C
s_202216762,111202C
s_202216763,113201B
s_202216764,112102B
s_202216765,113203A
s_202216766,111201C
s_202216767,111102B
s_202216768,111202C
s_202216769,111203C
s_202216770,111101C
s_202216771,113101B
s_202216772,111202A
s_202216773,112203A
s_202216774,112101B
s_202216775,112203C
s_202216776,111102C
s_202216777,113103C
s_202216778,112201C
s_202216779,113202B
s_202216780,111103A
s_202216781,111102A
s_202216782,112102B
s_202216783,112201C
s_202216784,112203C
s_202216785,113201B
s_202216786,112102A
s_202216787,111203A
s_202216788,113101C
s_202216790,112102C
s_202216791,112103A
s_202216792,111101B
s_202216794,111102B
s_202216795,111103C
s_202216796,112103A
s_202216797,113103A
s_202216798,112201C
s_202216800,111201C
s_202216801,112202C
s_202216802,112202A
s_202216803,113202C
s_202216804,111101C
s_202216805,111203C
s_202216807,112201A
s_202216808,113101C
s_202216809,111202B
s_202216810,111102A
s_202216811,111203C
s_202216812,111202B
s_202216813,111202C
s_202216814,111103A
s_202216815,113203A
s_202216816,113103A
s_202216817,112202B
s_202216818,112101B
s_202216819,113201A
s_202216820,112201A
s_202216821,112102C
s_202216822,111201B
s_202216824,112103C
s_202216825,112103A
s_202216826,113102A
s_202216827,113201A
s_202216829,111201B
s_202216830,112203C
s_202216831,113102A
s_202216832,112102B
s_202216834,112203C
s_202216835,113101C
s_202216836,113103C
s_202216837,113201A
s_202216838,111102C
s_202216839,112101C
s_202216841,111201C
s_202216842,112203C
s_202216843,111203C
s_202216844,113103A
s_202216845,113102C
s_202216846,113102C
s_202216848,111203C
s_202216849,113201A
s_202216850,112103A
s_202216851,112101B
s_202216852,113203C
s_202216853,112201B
s_202216854,111102B
s_202216855,112102C
s_202216856,112102A
s_202216857,113102A
s_202216858,113103C
s_202216859,112103A
s_202216860,112102A
s_202216861,111102A
s_202216862,112102B
s_202216863,113201B
s_202216864,112101A
s_202216865,111201A
s_202216866,111202A
s_202216867,113203C
s_202216868,111201B
s_202216869,113102A
s_202216870,113103C
s_202216871,113202A
s_202216872,113202B
s_202216873,113201C
s_202216874,111101A
s_202216875,113201A
s_202216876,111103C
s_202216877,113101B
s_202216878,111202B
s_202216879,112102A
s_202216880,112201B
s_202216881,112201C
s_202216882,111203A
s_202216883,112101B
s_202216884,112102A
s_202216885,111202A
s_202216886,113203A
s_202216887,112101C
s_202216888,111102A
s_202216889,112201B
s_202216891,111102A
s_202216892,113201C
s_202216893,113102A
s_202216894,113102A
s_202216896,111202C
s_202216897,111201A
s_202216898,113201C
s_202216899,113102A
s_202216900,111202B
s_202216901,113202B
s_202216902,113101A
s_202216903,111103C
s_202216904,112201C
s_202216905,112201B
s_202216906,111102C
s_202216907,112101B
s_202216908,113101B
s_202216909,111102A
s_202216910,112201A
s_202216912,113203A
s_202216913,111103A
s_202216914,111103A
s_202216915,111103C
s_202216916,112202A
s_202216917,113202C
s_202216918,113101C
s_202216919,111203A
s_202216920,113102C
s_202216921,111101B
s_202216922,111103A
s_202216923,111202B
s_202216924,113203A
s_202216925,113101B
s_202216926,112101B
s_202216927,113101B
s_202216928,112103C
s_202216929,111102B
s_202216930,112203A
s_202216931,112202C
s_202216932,112101A
s_202216933,112101B
s_202216934,112202C
s_202216935,113103C
s_202216936,111203C
s_202216937,112102A
s_202216938,113203C
s_202216939,111102B
s_202216940,113203A
s_202216941,112201B
s_202216942,113103C
s_202216943,112102B
s_202216944,111203C
s_202216945,113102C
s_202216946,113101C
s_202216947,112103C
s_202216950,111201C
s_202216951,111101B
s_202216952,112202A
s_202216953,113203C
s_202216954,113201C
s_202216955,111102B
s_202216956,113202C
s_202216957,113102A
s_202216958,113102B
s_202216959,112102B
s_202216960,112103C
s_202216961,112201A
s_202216962,112203C
s_202216963,112103A
s_202216964,113102A
s_202216965,112201A
s_202216966,112101B
s_202216967,112103A
s_202216968,112102C
s_202216969,113201A
s_202216970,113203C
s_202216971,111102B
s_202216972,113201B
s_202216973,112203A
s_202216974,113203A
s_202216975,112101C
s_202216977,111101A
s_202216979,112202B
s_202216980,112102C
s_202216981,113102B
s_202216982,113101A
s_202216984,113203A
s_202216985,112103C
s_202216986,112203C
s_202216988,112202B
s_202216989,112202C
s_202216990,112201A
s_202216991,112101B
s_202216993,113202A
s_202216994,113201A
s_202216995,113101B
s_202216996,111201C
s_202216997,112103A
s_202216998,113101C
s_202216999,113102B
s_202217000,113202C
s_202217001,111103A
s_202217002,111201A
s_202217003,111102B
s_202217004,113203A
s_202217005,113102C
s_202217006,111101C
s_202217007,113103C
s_202217008,113102A
s_202217010,111201B
s_202217011,112202A
s_202217012,113201B
s_202217013,112103A
s_202217014,113102B
s_202217015,112103A
s_202217016,112202A
s_202217019,113102A
s_202217021,112202B
s_202217022,112102C
s_202217023,111202A
s_202217024,111203A
s_202217025,112201C
s_202217026,111202A
s_202217027,111103C
